"GO.ID","Term","Annotated","Significant","Expected","classicFisher","Enrichment"
"GO:0007160","cell-matrix adhesion",200,1,0.31,"1.0000",0.61
"GO:0097530","granulocyte migration",93,1,0.14,"1.0000",0.81
"GO:0007162","negative regulation of cell adhesion",239,1,0.37,"1.0000",0.55
"GO:0007165","signal transduction",3998,5,6.23,"1.0000",-0.27
"GO:0007166","cell surface receptor signaling pathway",2019,3,3.15,"1.0000",-0.05
"GO:0071216","cellular response to biotic stimulus",161,1,0.25,"1.0000",0.68
"GO:0007167","enzyme linked receptor protein signaling...",797,1,1.24,"1.0000",-0.16
"GO:0044249","cellular biosynthetic process",4365,4,6.8,"1.0000",-0.64
"GO:0048870","cell motility",1423,2,2.22,"1.0000",-0.1
"GO:0002381","immunoglobulin production involved in im...",52,1,0.08,"1.0000",0.89
"GO:0071219","cellular response to molecule of bacteri...",139,1,0.22,"1.0000",0.71
"GO:0048872","homeostasis of number of cells",295,2,0.46,"1.0000",1.04
"GO:0048878","chemical homeostasis",939,1,1.46,"1.0000",-0.3
"GO:0045892","negative regulation of transcription, DN...",1053,1,1.64,"1.0000",-0.4
"GO:0051093","negative regulation of developmental pro...",812,1,1.27,"1.0000",-0.18
"GO:0051094","positive regulation of developmental pro...",1200,2,1.87,"1.0000",0.06
"GO:0090257","regulation of muscle system process",219,1,0.34,"1.0000",0.58
"GO:0007154","cell communication",4476,6,6.98,"1.0000",-0.19
"GO:0044237","cellular metabolic process",7966,7,12.42,"1.0000",-0.75
"GO:0051098","regulation of binding",351,1,0.55,"1.0000",0.37
"GO:0044238","primary metabolic process",7748,8,12.08,"1.0000",-0.54
"GO:0010001","glial cell differentiation",240,1,0.37,"1.0000",0.55
"GO:0042981","regulation of apoptotic process",1280,2,2,"1.0000",0
"GO:0007159","leukocyte cell-cell adhesion",252,1,0.39,"1.0000",0.52
"GO:0006725","cellular aromatic compound metabolic pro...",4547,2,7.09,"1.0000",-1.43
"GO:0030029","actin filament-based process",723,3,1.13,"1.0000",0.91
"GO:0045321","leukocyte activation",652,1,1.02,"1.0000",-0.01
"GO:0009410","response to xenobiotic stimulus",212,1,0.33,"1.0000",0.59
"GO:0002376","immune system process",1706,4,2.66,"1.0000",0.45
"GO:0002377","immunoglobulin production",93,1,0.14,"1.0000",0.81
"GO:1901019","regulation of calcium ion transmembrane ...",72,1,0.11,"1.0000",0.85
"GO:0002682","regulation of immune system process",979,2,1.53,"1.0000",0.25
"GO:0002683","negative regulation of immune system pro...",300,1,0.47,"1.0000",0.44
"GO:0002684","positive regulation of immune system pro...",592,2,0.92,"1.0000",0.64
"GO:0042221","response to chemical",2924,3,4.56,"1.0000",-0.48
"GO:0022414","reproductive process",1091,1,1.7,"1.0000",-0.43
"GO:0007188","adenylate cyclase-modulating G protein-c...",172,1,0.27,"1.0000",0.66
"GO:0007189","adenylate cyclase-activating G protein-c...",113,1,0.18,"1.0000",0.76
"GO:0032943","mononuclear cell proliferation",210,1,0.33,"1.0000",0.59
"GO:0032944","regulation of mononuclear cell prolifera...",158,1,0.25,"1.0000",0.68
"GO:0014070","response to organic cyclic compound",575,1,0.9,"1.0000",0.07
"GO:0032946","positive regulation of mononuclear cell ...",96,1,0.15,"1.0000",0.8
"GO:0045620","negative regulation of lymphocyte differ...",46,1,0.07,"1.0000",0.9
"GO:0098732","macromolecule deacylation",130,1,0.2,"1.0000",0.74
"GO:0045621","positive regulation of lymphocyte differ...",86,1,0.13,"1.0000",0.82
"GO:0034097","response to cytokine",623,1,0.97,"1.0000",0.02
"GO:0008366","axon ensheathment",153,1,0.24,"1.0000",0.69
"GO:0048609","multicellular organismal reproductive pr...",628,1,0.98,"1.0000",0.01
"GO:0097502","mannosylation",21,1,0.03,"1.0000",0.96
"GO:0046649","lymphocyte activation",536,1,0.84,"1.0000",0.12
"GO:0002312","B cell activation involved in immune res...",66,1,0.1,"1.0000",0.86
"GO:0030048","actin filament-based movement",115,1,0.18,"1.0000",0.76
"GO:1903115","regulation of actin filament-based movem...",39,1,0.06,"1.0000",0.92
"GO:1903706","regulation of hemopoiesis",298,1,0.46,"1.0000",0.45
"GO:1903707","negative regulation of hemopoiesis",89,1,0.14,"1.0000",0.81
"GO:0046631","alpha-beta T cell activation",118,1,0.18,"1.0000",0.76
"GO:1903708","positive regulation of hemopoiesis",134,1,0.21,"1.0000",0.72
"GO:0046632","alpha-beta T cell differentiation",86,1,0.13,"1.0000",0.82
"GO:0046634","regulation of alpha-beta T cell activati...",77,1,0.12,"1.0000",0.84
"GO:0046636","negative regulation of alpha-beta T cell...",34,1,0.05,"1.0000",0.93
"GO:0044419","biological process involved in interspec...",932,3,1.45,"1.0000",0.71
"GO:0046637","regulation of alpha-beta T cell differen...",52,1,0.08,"1.0000",0.89
"GO:0050670","regulation of lymphocyte proliferation",155,1,0.24,"1.0000",0.69
"GO:0045619","regulation of lymphocyte differentiation",143,1,0.22,"1.0000",0.71
"GO:0050671","positive regulation of lymphocyte prolif...",94,1,0.15,"1.0000",0.8
"GO:0030154","cell differentiation",3408,3,5.31,"1.0000",-0.66
"GO:0030155","regulation of cell adhesion",612,1,0.95,"1.0000",0.04
"GO:0051052","regulation of DNA metabolic process",466,1,0.73,"1.0000",0.21
"GO:0040011","locomotion",1577,2,2.46,"1.0000",-0.21
"GO:0051053","negative regulation of DNA metabolic pro...",139,1,0.22,"1.0000",0.71
"GO:0051056","regulation of small GTPase mediated sign...",211,1,0.33,"1.0000",0.59
"GO:0032412","regulation of ion transmembrane transpor...",243,1,0.38,"1.0000",0.54
"GO:0071417","cellular response to organonitrogen comp...",477,1,0.74,"1.0000",0.2
"GO:0051058","negative regulation of small GTPase medi...",60,1,0.09,"1.0000",0.88
"GO:0045859","regulation of protein kinase activity",515,2,0.8,"1.0000",0.74
"GO:1903131","mononuclear cell differentiation",327,1,0.51,"1.0000",0.41
"GO:0033554","cellular response to stress",1664,2,2.59,"1.0000",-0.26
"GO:0030182","neuron differentiation",1418,2,2.21,"1.0000",-0.1
"GO:0044092","negative regulation of molecular functio...",791,1,1.23,"1.0000",-0.16
"GO:0044093","positive regulation of molecular functio...",1295,2,2.02,"1.0000",-0.01
"GO:0043410","positive regulation of MAPK cascade",413,1,0.64,"1.0000",0.29
"GO:0023051","regulation of signaling",2807,3,4.38,"1.0000",-0.43
"GO:0023052","signaling",4433,6,6.91,"1.0000",-0.18
"GO:0043412","macromolecule modification",3087,4,4.81,"1.0000",-0.22
"GO:0043413","macromolecule glycosylation",172,1,0.27,"1.0000",0.66
"GO:0035601","protein deacylation",130,1,0.2,"1.0000",0.74
"GO:0023056","positive regulation of signaling",1465,1,2.28,"1.0000",-0.71
"GO:0023057","negative regulation of signaling",1211,2,1.89,"1.0000",0.05
"GO:1901698","response to nitrogen compound",818,1,1.28,"1.0000",-0.19
"GO:0042592","homeostatic process",1451,4,2.26,"1.0000",0.62
"GO:0071900","regulation of protein serine/threonine k...",302,1,0.47,"1.0000",0.44
"GO:1901699","cellular response to nitrogen compound",533,1,0.83,"1.0000",0.13
"GO:0043207","response to external biotic stimulus",822,3,1.28,"1.0000",0.81
"GO:0071902","positive regulation of protein serine/th...",174,1,0.27,"1.0000",0.66
"GO:0050863","regulation of T cell activation",225,1,0.35,"1.0000",0.57
"GO:0050864","regulation of B cell activation",104,1,0.16,"1.0000",0.79
"GO:0050865","regulation of cell activation",446,1,0.7,"1.0000",0.23
"GO:0050866","negative regulation of cell activation",156,1,0.24,"1.0000",0.69
"GO:0002292","T cell differentiation involved in immun...",49,1,0.08,"1.0000",0.89
"GO:0050867","positive regulation of cell activation",257,1,0.4,"1.0000",0.51
"GO:0002293","alpha-beta T cell differentiation involv...",45,1,0.07,"1.0000",0.9
"GO:0002294","CD4-positive, alpha-beta T cell differen...",44,1,0.07,"1.0000",0.9
"GO:0050868","negative regulation of T cell activation",86,1,0.13,"1.0000",0.82
"GO:0098660","inorganic ion transmembrane transport",585,1,0.91,"1.0000",0.07
"GO:1990266","neutrophil migration",71,1,0.11,"1.0000",0.85
"GO:0098662","inorganic cation transmembrane transport",540,1,0.84,"1.0000",0.12
"GO:0034762","regulation of transmembrane transport",503,1,0.78,"1.0000",0.17
"GO:0030001","metal ion transport",701,1,1.09,"1.0000",-0.06
"GO:0070661","leukocyte proliferation",231,1,0.36,"1.0000",0.56
"GO:0002637","regulation of immunoglobulin production",56,1,0.09,"1.0000",0.88
"GO:0034765","regulation of ion transmembrane transpor...",413,1,0.64,"1.0000",0.29
"GO:0030003","cellular cation homeostasis",511,1,0.8,"1.0000",0.15
"GO:0002889","regulation of immunoglobulin mediated im...",47,1,0.07,"1.0000",0.9
"GO:0060326","cell chemotaxis",210,1,0.33,"1.0000",0.59
"GO:0006366","transcription by RNA polymerase II",2063,2,3.22,"1.0000",-0.49
"GO:0070663","regulation of leukocyte proliferation",172,1,0.27,"1.0000",0.66
"GO:0050851","antigen receptor-mediated signaling path...",108,1,0.17,"1.0000",0.77
"GO:1901360","organic cyclic compound metabolic proces...",4677,2,7.29,"1.0000",-1.47
"GO:0070665","positive regulation of leukocyte prolife...",107,1,0.17,"1.0000",0.77
"GO:0035966","response to topologically incorrect prot...",133,1,0.21,"1.0000",0.72
"GO:1901362","organic cyclic compound biosynthetic pro...",3176,2,4.95,"1.0000",-0.99
"GO:0035967","cellular response to topologically incor...",105,1,0.16,"1.0000",0.79
"GO:0022407","regulation of cell-cell adhesion",328,1,0.51,"1.0000",0.41
"GO:1901700","response to oxygen-containing compound",1190,1,1.86,"1.0000",-0.52
"GO:0048468","cell development",2012,2,3.14,"1.0000",-0.46
"GO:0022408","negative regulation of cell-cell adhesio...",148,1,0.23,"1.0000",0.7
"GO:1901701","cellular response to oxygen-containing c...",915,1,1.43,"1.0000",-0.28
"GO:0022409","positive regulation of cell-cell adhesio...",193,1,0.3,"1.0000",0.62
"GO:0009058","biosynthetic process",4486,4,6.99,"1.0000",-0.68
"GO:0009059","macromolecule biosynthetic process",3690,4,5.75,"1.0000",-0.43
"GO:0006351","transcription, DNA-templated",2716,2,4.23,"1.0000",-0.8
"GO:0098655","cation transmembrane transport",617,1,0.96,"1.0000",0.03
"GO:0006355","regulation of transcription, DNA-templat...",2624,2,4.09,"1.0000",-0.76
"GO:0010628","positive regulation of gene expression",912,1,1.42,"1.0000",-0.28
"GO:0010629","negative regulation of gene expression",859,1,1.34,"1.0000",-0.23
"GO:0061515","myeloid cell development",72,1,0.11,"1.0000",0.85
"GO:1902680","positive regulation of RNA biosynthetic ...",1306,1,2.04,"1.0000",-0.6
"GO:0002820","negative regulation of adaptive immune r...",33,1,0.05,"1.0000",0.93
"GO:0036211","protein modification process",2934,4,4.57,"1.0000",-0.16
"GO:0002822","regulation of adaptive immune response b...",127,1,0.2,"1.0000",0.74
"GO:0016444","somatic cell DNA recombination",62,1,0.1,"1.0000",0.86
"GO:0016445","somatic diversification of immunoglobuli...",58,1,0.09,"1.0000",0.88
"GO:0016447","somatic recombination of immunoglobulin ...",53,1,0.08,"1.0000",0.89
"GO:0050870","positive regulation of T cell activation",137,1,0.21,"1.0000",0.72
"GO:0050871","positive regulation of B cell activation",67,1,0.1,"1.0000",0.86
"GO:0048232","male gamete generation",394,1,0.61,"1.0000",0.31
"GO:0006139","nucleobase-containing compound metabolic...",4387,2,6.84,"1.0000",-1.39
"GO:0002262","myeloid cell homeostasis",163,2,0.25,"1.0000",1.26
"GO:0002263","cell activation involved in immune respo...",204,1,0.32,"1.0000",0.6
"GO:0050877","nervous system process",904,3,1.41,"1.0000",0.73
"GO:0042092","type 2 immune response",29,1,0.05,"1.0000",0.93
"GO:0042093","T-helper cell differentiation",44,1,0.07,"1.0000",0.9
"GO:0044057","regulation of system process",541,2,0.84,"1.0000",0.71
"GO:1901135","carbohydrate derivative metabolic proces...",786,2,1.23,"1.0000",0.43
"GO:1901137","carbohydrate derivative biosynthetic pro...",485,2,0.76,"1.0000",0.77
"GO:0014003","oligodendrocyte development",50,1,0.08,"1.0000",0.89
"GO:2001257","regulation of cation channel activity",162,1,0.25,"1.0000",0.68
"GO:0010646","regulation of cell communication",2794,3,4.36,"1.0000",-0.42
"GO:2000514","regulation of CD4-positive, alpha-beta T...",48,1,0.07,"1.0000",0.9
"GO:0010647","positive regulation of cell communicatio...",1459,1,2.27,"1.0000",-0.71
"GO:1902679","negative regulation of RNA biosynthetic ...",1057,1,1.65,"1.0000",-0.41
"GO:0071407","cellular response to organic cyclic comp...",404,1,0.63,"1.0000",0.3
"GO:0002819","regulation of adaptive immune response",138,1,0.22,"1.0000",0.71
"GO:0010648","negative regulation of cell communicatio...",1209,2,1.88,"1.0000",0.06
"GO:0042552","myelination",150,1,0.23,"1.0000",0.7
"GO:0040007","growth",952,1,1.48,"1.0000",-0.31
"GO:0051049","regulation of transport",1575,1,2.46,"1.0000",-0.79
"GO:0040008","regulation of growth",632,1,0.99,"1.0000",0.01
"GO:0051716","cellular response to stimulus",5189,6,8.09,"1.0000",-0.38
"GO:0002250","adaptive immune response",257,1,0.4,"1.0000",0.51
"GO:0012501","programmed cell death",1639,3,2.55,"1.0000",0.17
"GO:0097659","nucleic acid-templated transcription",2720,2,4.24,"1.0000",-0.8
"GO:0032409","regulation of transporter activity",261,1,0.41,"1.0000",0.5
"GO:0002252","immune effector process",394,1,0.61,"1.0000",0.31
"GO:1902105","regulation of leukocyte differentiation",235,1,0.37,"1.0000",0.55
"GO:0002253","activation of immune response",182,1,0.28,"1.0000",0.64
"GO:1902106","negative regulation of leukocyte differe...",87,1,0.14,"1.0000",0.81
"GO:1902107","positive regulation of leukocyte differe...",134,1,0.21,"1.0000",0.72
"GO:0061024","membrane organization",634,1,0.99,"1.0000",0.01
"GO:0043067","regulation of programmed cell death",1309,2,2.04,"1.0000",-0.02
"GO:0031589","cell-substrate adhesion",332,1,0.52,"1.0000",0.4
"GO:0043068","positive regulation of programmed cell d...",534,2,0.83,"1.0000",0.71
"GO:0080134","regulation of response to stress",1076,1,1.68,"1.0000",-0.42
"GO:0019953","sexual reproduction",591,1,0.92,"1.0000",0.06
"GO:0043405","regulation of MAP kinase activity",172,1,0.27,"1.0000",0.66
"GO:0043069","negative regulation of programmed cell d...",814,1,1.27,"1.0000",-0.18
"GO:0043408","regulation of MAPK cascade",586,1,0.91,"1.0000",0.07
"GO:0002285","lymphocyte activation involved in immune...",136,1,0.21,"1.0000",0.72
"GO:0006310","DNA recombination",270,1,0.42,"1.0000",0.49
"GO:0140546","defense response to symbiont",191,1,0.3,"1.0000",0.62
"GO:0002286","T cell activation involved in immune res...",68,1,0.11,"1.0000",0.85
"GO:0002287","alpha-beta T cell activation involved in...",46,1,0.07,"1.0000",0.9
"GO:0016570","histone modification",460,1,0.72,"1.0000",0.22
"GO:0031063","regulation of histone deacetylation",42,1,0.07,"1.0000",0.9
"GO:0001816","cytokine production",563,3,0.88,"1.0000",1.09
"GO:0031401","positive regulation of protein modificat...",867,3,1.35,"1.0000",0.77
"GO:0016575","histone deacetylation",98,1,0.15,"1.0000",0.8
"GO:0001819","positive regulation of cytokine producti...",324,1,0.51,"1.0000",0.41
"GO:0019220","regulation of phosphate metabolic proces...",1192,2,1.86,"1.0000",0.07
"GO:0021782","glial cell development",115,1,0.18,"1.0000",0.76
"GO:0055065","metal ion homeostasis",528,1,0.82,"1.0000",0.14
"GO:0019222","regulation of metabolic process",5203,7,8.11,"1.0000",-0.19
"GO:0016064","immunoglobulin mediated immune response",88,1,0.14,"1.0000",0.81
"GO:2000026","regulation of multicellular organismal d...",1247,2,1.94,"1.0000",0.03
"GO:0043085","positive regulation of catalytic activit...",930,2,1.45,"1.0000",0.29
"GO:0042063","gliogenesis",316,1,0.49,"1.0000",0.42
"GO:0051171","regulation of nitrogen compound metaboli...",4449,5,6.94,"1.0000",-0.4
"GO:0051172","negative regulation of nitrogen compound...",1963,1,3.06,"1.0000",-1.02
"GO:0099536","synaptic signaling",710,1,1.11,"1.0000",-0.08
"GO:0051173","positive regulation of nitrogen compound...",2549,4,3.97,"1.0000",0.01
"GO:0099537","trans-synaptic signaling",686,1,1.07,"1.0000",-0.05
"GO:0031056","regulation of histone modification",184,1,0.29,"1.0000",0.63
"GO:0051174","regulation of phosphorus metabolic proce...",1193,2,1.86,"1.0000",0.07
"GO:0009719","response to endogenous stimulus",1148,1,1.79,"1.0000",-0.48
"GO:0031058","positive regulation of histone modificat...",112,1,0.17,"1.0000",0.77
"GO:0051179","localization",4988,4,7.78,"1.0000",-0.81
"GO:0046483","heterocycle metabolic process",4492,2,7,"1.0000",-1.42
"GO:0043549","regulation of kinase activity",614,2,0.96,"1.0000",0.61
"GO:0010810","regulation of cell-substrate adhesion",205,1,0.32,"1.0000",0.6
"GO:0050953","sensory perception of light stimulus",92,1,0.14,"1.0000",0.81
"GO:0010812","negative regulation of cell-substrate ad...",53,1,0.08,"1.0000",0.89
"GO:0050954","sensory perception of mechanical stimulu...",158,1,0.25,"1.0000",0.68
"GO:0010604","positive regulation of macromolecule met...",2806,5,4.37,"1.0000",0.16
"GO:0010605","negative regulation of macromolecule met...",2273,1,3.54,"1.0000",-1.18
"GO:0019219","regulation of nucleobase-containing comp...",3170,2,4.94,"1.0000",-0.99
"GO:0072503","cellular divalent inorganic cation homeo...",389,1,0.61,"1.0000",0.31
"GO:0001952","regulation of cell-matrix adhesion",113,1,0.18,"1.0000",0.76
"GO:0055080","cation homeostasis",587,1,0.92,"1.0000",0.06
"GO:0072507","divalent inorganic cation homeostasis",415,1,0.65,"1.0000",0.28
"GO:0002460","adaptive immune response based on somati...",205,1,0.32,"1.0000",0.6
"GO:0032774","RNA biosynthetic process",2732,2,4.26,"1.0000",-0.81
"GO:0045926","negative regulation of growth",238,1,0.37,"1.0000",0.55
"GO:0055082","cellular chemical homeostasis",659,1,1.03,"1.0000",-0.02
